CID,workexp,age,gender,Source,Educ,previous,location,Joined
C2015FHJY8C,4,37,F,2-Referral,e1,Yes,L7,Joined
C2015TGXDJH,3,32,M,3-SocialMedia,e2,No,L4,Not Joined
C20151NKJ6H,3,40,M,3-SocialMedia,e2,No,L1,Joined
C2015MO18JP,4,36,M,3-SocialMedia,e2,No,L1,Not Joined
C201591TQHX,3,43,F,1-Consultancy,e2,No,L7,Joined
C2015AGT6D3,4,35,M,2-Referral,e1,No,L3,Joined
C2015U6198O,4,41,M,1-Consultancy,e1,Yes,L1,Joined
C2015L262X9,4,44,M,2-Referral,e1,No,L5,Joined
C20152EV2DY,4,35,F,2-Referral,e1,Yes,L7,Joined
C20150N4IHA,4,36,M,2-Referral,e2,Yes,L3,Joined
C2015IQH3F6,4,35,F,3-SocialMedia,e1,No,L2,Not Joined
C2015AQ6ARV,4,37,M,2-Referral,e1,Yes,L5,Joined
C20155KVNI1,4,37,F,3-SocialMedia,e1,Yes,L7,Joined
C2015J1TY5J,4,40,F,1-Consultancy,e1,No,L3,Joined
C2015PSWP4Y,4,37,F,2-Referral,e2,No,L3,Not Joined
C2015PMNYOZ,4,38,M,1-Consultancy,e2,Yes,L2,Not Joined
C2015YGJLEW,3,32,F,3-SocialMedia,e2,No,L4,Not Joined
C2015W89439,4,35,M,2-Referral,e2,Yes,L5,Not Joined
C2015D7JJGK,4,36,F,1-Consultancy,e1,Yes,L1,Not Joined
C2015LSSMSN,3,37,M,1-Consultancy,e1,Yes,L3,Not Joined
C2015QGOTF8,4,36,M,2-Referral,e1,No,L7,Joined
C2015WRNKGD,4,39,M,3-SocialMedia,e2,Yes,L3,Joined
C2015SO8YH5,4,37,F,1-Consultancy,e1,Yes,L1,Joined
C2015O73RFL,3,37,F,2-Referral,e2,Yes,L5,Joined
C2015JW7K58,3,35,F,3-SocialMedia,e2,No,L3,Not Joined
C2015LXDXGY,4,44,F,3-SocialMedia,e2,Yes,L3,Joined
C201553U5V0,3,43,F,3-SocialMedia,e1,Yes,L1,Joined
C2015JFWJCG,4,38,M,2-Referral,e1,Yes,L5,Not Joined
C2015IUK0E8,4,41,F,2-Referral,e2,Yes,L7,Joined
C2015X83LBS,4,37,M,1-Consultancy,e2,No,L3,Not Joined
C2015AH9EDP,4,35,F,2-Referral,e1,No,L1,Joined
C2015JMHHVA,4,36,M,2-Referral,e2,No,L5,Joined
C20154Q8WBF,3,35,F,3-SocialMedia,e2,Yes,L5,Not Joined
C2015V88Y6C,3,36,M,2-Referral,e2,Yes,L1,Not Joined
C2015G5QR4Z,4,37,F,1-Consultancy,e2,No,L3,Not Joined
C20158QSS2A,4,27,M,2-Referral,e1,No,L2,Not Joined
C2015JMA7HJ,4,44,F,1-Consultancy,e2,Yes,L7,Joined
C2015JGO3HG,3,26,M,1-Consultancy,e2,Yes,L5,Not Joined
C201590HXWK,4,35,F,1-Consultancy,e1,Yes,L1,Joined
C2015HC4QN7,4,41,M,3-SocialMedia,e2,Yes,L5,Joined
C2015LKQ05B,4,35,F,2-Referral,e1,No,L2,Not Joined
C2015M9WOAQ,4,37,M,1-Consultancy,e2,No,L4,Not Joined
C2015J0M3KX,4,38,F,2-Referral,e2,No,L5,Not Joined
C2015RW1MZZ,4,39,M,3-SocialMedia,e2,Yes,L5,Joined
C2015MHXS8K,3,37,F,2-Referral,e2,Yes,L3,Not Joined
C2015WH7H2V,4,37,F,1-Consultancy,e1,No,L3,Joined
C2015LS2NS8,3,32,F,1-Consultancy,e2,Yes,L4,Not Joined
C20157I0LZ8,4,44,M,2-Referral,e2,No,L5,Joined
C2015UNDJB7,4,36,F,1-Consultancy,e1,No,L1,Not Joined
C2015VGE2XW,4,37,M,3-SocialMedia,e2,No,L3,Not Joined
C20151ZTAXI,4,41,M,2-Referral,e2,Yes,L1,Joined
C2015TPD617,4,37,M,1-Consultancy,e1,No,L4,Not Joined
C2015LUA4MV,4,35,F,3-SocialMedia,e1,No,L7,Joined
C2015U4E9ZL,4,36,M,3-SocialMedia,e1,No,L3,Joined
C2015EIEBZ9,4,39,F,2-Referral,e1,No,L1,Joined
C2015WJML1F,3,37,M,3-SocialMedia,e2,Yes,L5,Joined
C2015KKDR6E,3,37,F,2-Referral,e1,Yes,L4,Not Joined
C2015V2PPAV,4,38,M,3-SocialMedia,e1,No,L5,Not Joined
C2015LXUW5W,4,31,F,3-SocialMedia,e2,Yes,L1,Not Joined
C2015AHIVK7,4,37,M,3-SocialMedia,e1,No,L3,Not Joined
C2015D89BK7,4,38,F,2-Referral,e1,No,L2,Not Joined
C2015J9NQSS,4,41,M,2-Referral,e2,No,L3,Joined
C2015MB16H7,4,35,F,3-SocialMedia,e2,Yes,L5,Not Joined
C2015ILWQ5B,3,35,F,1-Consultancy,e1,No,L5,Joined
C20153NH6JJ,4,37,F,3-SocialMedia,e2,No,L3,Not Joined
C20150UF58K,3,27,M,3-SocialMedia,e2,No,L2,Not Joined
C20151FWQEE,4,37,F,2-Referral,e1,No,L4,Not Joined
C2015N2A251,4,26,M,1-Consultancy,e2,Yes,L5,Not Joined
C2015JVCVVK,3,40,F,3-SocialMedia,e1,No,L7,Joined
C2015GIZA93,4,44,M,2-Referral,e2,Yes,L3,Joined
C2015DWT8T3,4,43,F,2-Referral,e1,No,L1,Joined
C2015JCNU0T,4,37,M,1-Consultancy,e2,Yes,L4,Not Joined
C20154YMXD6,3,41,F,2-Referral,e1,Yes,L7,Joined
C2015QBZ8KK,4,44,M,1-Consultancy,e2,No,L3,Joined
C20159MLXVM,3,37,F,1-Consultancy,e2,Yes,L3,Not Joined
C20155SBS8Q,4,38,M,3-SocialMedia,e1,Yes,L2,Not Joined
C2015TBJ4NI,4,32,F,1-Consultancy,e2,Yes,L4,Not Joined
C2015OI3FR3,4,35,M,1-Consultancy,e2,No,L5,Not Joined
C2015DNEIOL,3,36,F,2-Referral,e2,Yes,L1,Not Joined
C2015CQZHOF,4,40,M,2-Referral,e2,Yes,L5,Joined
C2015VEOSZG,4,27,F,3-SocialMedia,e2,No,L2,Not Joined
C2015REPO3A,3,43,M,1-Consultancy,e2,No,L3,Joined
C2015XAXI9Q,4,26,F,1-Consultancy,e2,Yes,L5,Not Joined
C2015IYYY2S,4,36,M,1-Consultancy,e2,No,L1,Not Joined
C2015GCKT03,4,44,F,3-SocialMedia,e2,Yes,L7,Joined
C2015NE7ZQJ,4,35,M,2-Referral,e1,No,L3,Joined
C2015ZGN2JD,3,37,F,1-Consultancy,e2,No,L4,Not Joined
C2015NZLR46,4,39,M,2-Referral,e2,No,L5,Joined
C2015R3AXEY,4,37,M,3-SocialMedia,e2,No,L7,Joined
C2015MVAVRI,3,37,M,3-SocialMedia,e1,Yes,L3,Not Joined
C2015SKKF0U,3,40,M,2-Referral,e2,No,L1,Joined
C2015R14NK1,4,32,M,3-SocialMedia,e1,Yes,L4,Not Joined
C20159U3B5B,3,43,M,1-Consultancy,e1,Yes,L7,Joined
C20151P6PF5,3,35,M,2-Referral,e1,Yes,L3,Joined
C20151A1IKI,3,37,F,3-SocialMedia,e2,No,L3,Not Joined
C2015AYETKP,4,44,M,3-SocialMedia,e1,No,L5,Joined
C2015TR0114,3,35,M,1-Consultancy,e1,No,L7,Joined
C2015XBVSNR,4,26,M,2-Referral,e2,Yes,L5,Not Joined
C2015RWYXV1,3,36,F,2-Referral,e1,Yes,L1,Not Joined
C2015VV8QMC,3,35,M,1-Consultancy,e1,No,L3,Not Joined
C2015H536KG,4,35,F,2-Referral,e2,Yes,L2,Not Joined
C2015GNJ2G2,3,37,M,3-SocialMedia,e2,No,L4,Not Joined
C2015MLR6AZ,3,44,F,2-Referral,e1,Yes,L1,Joined
C2015QE86XY,4,31,M,1-Consultancy,e1,No,L1,Not Joined
C20153QPAV3,3,35,F,3-SocialMedia,e2,No,L7,Joined
C2015AW2FQ6,4,41,F,3-SocialMedia,e2,No,L3,Joined
C20159HALXJ,3,32,F,2-Referral,e2,No,L4,Not Joined
C2015RL0KOO,3,35,M,3-SocialMedia,e1,No,L5,Not Joined
C2015SYP9BK,4,36,F,1-Consultancy,e2,Yes,L1,Not Joined
C2015BECHFN,3,39,M,2-Referral,e2,Yes,L3,Joined
C2015FKYO7S,3,37,F,1-Consultancy,e2,Yes,L1,Joined
C2015GZNUKD,3,37,M,1-Consultancy,e2,No,L4,Not Joined
C2015WJZSWQ,4,26,F,2-Referral,e2,No,L5,Not Joined
C2015AU2ARE,4,44,F,2-Referral,e2,No,L3,Joined
C20153WVOAQ,4,35,F,1-Consultancy,e1,Yes,L3,Not Joined
C2015MN9XHC,4,35,M,2-Referral,e1,No,L5,Joined
C2015N5GNF2,3,41,F,3-SocialMedia,e1,Yes,L7,Joined
C2015F30NBE,4,44,M,1-Consultancy,e1,No,L3,Joined
C2015RSOIQL,4,35,F,1-Consultancy,e1,Yes,L1,Joined
C2015CZXPKN,4,37,M,2-Referral,e1,Yes,L3,Not Joined
C20159EGVST,4,39,F,3-SocialMedia,e1,Yes,L7,Joined
C20151M7A55,5,32,M,1-Consultancy,e2,Yes,L4,Not Joined
C2015HX07CE,4,35,F,2-Referral,e2,Yes,L5,Not Joined
C20151EPJ4L,4,36,M,1-Consultancy,e1,Yes,L1,Not Joined
C20150D2TWR,4,44,M,2-Referral,e2,No,L7,Joined
C201541VWSM,4,43,M,3-SocialMedia,e1,No,L3,Joined
C2015C6CCDC,4,35,M,2-Referral,e2,No,L1,Joined
C2015JCQSRM,4,26,M,3-SocialMedia,e2,No,L5,Not Joined
C20157EMV8K,3,44,F,3-SocialMedia,e2,No,L7,Joined
C2015ZDW1N8,4,35,M,1-Consultancy,e2,Yes,L3,Joined
C2015R4G30O,3,35,F,2-Referral,e1,Yes,L2,Not Joined
C2015YGTVG7,3,37,M,3-SocialMedia,e2,Yes,L4,Not Joined
C20153V30WS,3,37,M,1-Consultancy,e1,No,L7,Joined
C2015VGHLR6,4,37,F,2-Referral,e2,Yes,L3,Joined
C2015MBIK1Q,4,40,F,1-Consultancy,e1,No,L1,Joined
C2015KRWK3W,4,38,M,1-Consultancy,e2,Yes,L2,Not Joined
C2015WPNM78,3,32,F,3-SocialMedia,e1,No,L4,Not Joined
C2015QOHOKN,3,35,F,2-Referral,e1,No,L3,Joined
C2015M3OGHO,4,36,F,1-Consultancy,e2,No,L1,Not Joined
C2015E0QWLM,4,44,M,3-SocialMedia,e1,No,L5,Joined
C2015QHLTA2,4,35,F,2-Referral,e2,No,L7,Joined
C201595EQSX,4,36,F,2-Referral,e1,Yes,L3,Joined
C2015AHSDJ0,3,26,F,2-Referral,e2,No,L5,Not Joined
C20153Y8HRF,3,37,F,1-Consultancy,e2,No,L5,Joined
C2015BUD2D4,4,37,F,3-SocialMedia,e2,Yes,L7,Joined
C2015BZI1UV,4,40,M,2-Referral,e1,No,L3,Joined
C2015V4JK2Z,4,37,F,2-Referral,e2,No,L4,Not Joined
C20159SCCF9,4,38,M,2-Referral,e2,No,L5,Not Joined
C20156L44J7,4,35,F,3-SocialMedia,e1,Yes,L7,Joined
C2015VKV3JG,4,41,M,2-Referral,e1,No,L3,Joined
C2015SLNQAE,3,38,F,1-Consultancy,e2,No,L2,Not Joined
C2015DTPVU0,4,32,M,3-SocialMedia,e1,No,L4,Not Joined
C2015DH9DF0,3,35,F,1-Consultancy,e2,Yes,L5,Not Joined
C2015HMT16W,3,39,M,2-Referral,e1,No,L3,Joined
C2015IF8EI8,3,37,F,2-Referral,e2,Yes,L3,Not Joined
C2015XX0UN9,4,37,M,2-Referral,e2,No,L5,Joined
C2015VZMJBH,4,40,M,2-Referral,e2,Yes,L7,Joined
C2015WDYF65,4,26,M,3-SocialMedia,e2,Yes,L5,Not Joined
C2015EU5YRA,4,36,F,3-SocialMedia,e2,Yes,L1,Not Joined
C2015E8JW48,4,35,M,2-Referral,e2,Yes,L3,Not Joined
C20156E9G0F,4,41,F,2-Referral,e2,Yes,L7,Joined
C2015KCJ64R,4,37,M,2-Referral,e2,No,L4,Not Joined
C2015ED4VV7,3,38,F,1-Consultancy,e2,No,L5,Not Joined
C2015DFFUXX,4,36,M,3-SocialMedia,e2,No,L5,Joined
C2015WJB437,4,37,F,3-SocialMedia,e1,Yes,L3,Not Joined
C2015HPWHSR,3,37,M,1-Consultancy,e1,No,L3,Joined
C20154B2C6L,4,37,F,2-Referral,e1,No,L1,Joined
C20154WA7N5,4,35,M,3-SocialMedia,e2,No,L5,Not Joined
C2015X8APLD,4,36,F,3-SocialMedia,e2,Yes,L1,Not Joined
C201594WCKU,4,43,M,3-SocialMedia,e1,Yes,L3,Joined
C2015ICMXC6,4,27,F,3-SocialMedia,e1,No,L2,Not Joined
C20158RYF5Y,4,41,M,2-Referral,e1,Yes,L5,Joined
C20152R0D23,5,26,F,3-SocialMedia,e2,No,L5,Not Joined
C2015MGNGYD,4,36,M,1-Consultancy,e1,Yes,L1,Not Joined
C2015PE8M0P,3,36,F,2-Referral,e1,No,L1,Joined
C2015BRGRSV,4,39,M,2-Referral,e1,Yes,L5,Joined
C20158RWC09,4,37,F,2-Referral,e1,No,L7,Joined
C201584BMOC,4,37,M,1-Consultancy,e2,Yes,L3,Joined
C2015JNOYBJ,3,31,F,1-Consultancy,e2,No,L1,Not Joined
C2015KTYK1A,3,37,M,1-Consultancy,e1,No,L3,Not Joined
C20155XB81T,3,43,F,2-Referral,e2,Yes,L7,Joined
C2015TUPWU6,4,32,M,2-Referral,e2,No,L4,Not Joined
C201554MN3Q,4,41,F,3-SocialMedia,e2,No,L1,Joined
C2015UXERLJ,3,44,M,1-Consultancy,e1,Yes,L5,Joined
C20153STJEB,4,37,F,3-SocialMedia,e1,No,L3,Not Joined
C2015HKM8YF,3,36,M,1-Consultancy,e1,No,L3,Joined
C2015J9AES2,5,37,F,3-SocialMedia,e1,No,L4,Not Joined
C2015CMOVY2,3,37,M,2-Referral,e1,No,L5,Joined
C2015O6WO51,4,36,F,2-Referral,e2,No,L1,Not Joined
C2015T7ILJB,4,35,M,1-Consultancy,e1,No,L3,Not Joined
C2015F0SFMR,4,44,F,3-SocialMedia,e1,Yes,L1,Joined
C2015G2PJTA,2,37,M,2-Referral,e2,Yes,L4,Not Joined
C2015TDPXK8,4,35,F,2-Referral,e2,Yes,L7,Joined
C2015ZETJX6,4,31,M,1-Consultancy,e2,Yes,L1,Not Joined
C2015MJL8SK,3,37,F,3-SocialMedia,e1,No,L3,Not Joined
C2015RKY1VB,4,38,M,3-SocialMedia,e2,Yes,L2,Not Joined
C2015S99J6Z,3,32,F,3-SocialMedia,e2,Yes,L4,Not Joined
C2015FK9G25,3,35,M,2-Referral,e2,Yes,L5,Not Joined
C2015SQWLA8,4,37,F,2-Referral,e1,Yes,L1,Joined
C2015P2QW6Z,3,37,M,2-Referral,e1,Yes,L5,Joined
C2015QR6OS8,3,27,F,3-SocialMedia,e2,Yes,L2,Not Joined
C2015ZUC1QQ,4,44,M,2-Referral,e2,Yes,L3,Joined
C2015QB5MYY,3,43,F,3-SocialMedia,e2,No,L1,Joined
C2015RLE30K,3,36,M,1-Consultancy,e2,No,L1,Not Joined
C2015JWC8L2,4,41,F,3-SocialMedia,e2,No,L7,Joined
C20150NSEQ3,4,35,M,1-Consultancy,e2,Yes,L2,Not Joined
C2015TF76H1,4,35,F,3-SocialMedia,e1,No,L1,Joined
C20159H1JEN,4,38,M,3-SocialMedia,e2,Yes,L5,Not Joined
C2015HY0C8Z,3,31,F,1-Consultancy,e1,No,L1,Not Joined
C2015W1FAIJ,4,37,M,1-Consultancy,e1,No,L3,Not Joined
C2015JJMG8H,4,38,F,3-SocialMedia,e2,Yes,L2,Not Joined
C2015BILVQ4,4,32,M,2-Referral,e2,Yes,L4,Not Joined
C2015C4L757,3,35,F,3-SocialMedia,e1,Yes,L5,Not Joined
C2015UN9PW8,3,36,M,3-SocialMedia,e1,No,L1,Not Joined
C2015GQKUIU,4,37,F,1-Consultancy,e1,No,L3,Not Joined
C20151MLXG0,4,41,M,3-SocialMedia,e1,No,L5,Joined
C201520PWLA,4,37,F,2-Referral,e2,No,L4,Not Joined
C20153QVKGM,4,35,M,2-Referral,e1,Yes,L3,Joined
C2015I9LW58,4,36,F,3-SocialMedia,e1,Yes,L1,Not Joined
C2015ZQP6KQ,3,39,M,2-Referral,e1,No,L5,Joined
C2015NKCZT9,4,37,M,1-Consultancy,e1,No,L7,Joined
C20159ULN3Z,4,37,M,3-SocialMedia,e1,No,L4,Not Joined
C2015V68N36,4,38,F,1-Consultancy,e1,Yes,L5,Not Joined
C2015GEVBJ6,5,44,M,2-Referral,e1,No,L5,Joined
C2015SX9TB5,3,37,F,3-SocialMedia,e2,No,L3,Not Joined
C2015NTRP7W,4,35,M,2-Referral,e1,Yes,L3,Joined
C20152CV4UX,4,32,F,3-SocialMedia,e1,No,L4,Not Joined
C2015UTKQUH,4,35,M,1-Consultancy,e1,No,L5,Not Joined
C2015M4XF8Q,3,36,F,3-SocialMedia,e1,Yes,L1,Not Joined
C201507WVF6,4,36,F,2-Referral,e2,No,L3,Joined
C2015IXJR06,3,39,F,3-SocialMedia,e1,Yes,L1,Joined
C2015MWA6RY,4,37,M,2-Referral,e2,No,L4,Not Joined
C2015KI93KP,4,37,F,2-Referral,e1,No,L7,Joined
C20152DEEIT,4,40,F,2-Referral,e1,No,L3,Joined
C2015M9L1Q0,3,44,F,1-Consultancy,e2,Yes,L1,Joined
C2015W26O18,4,43,M,3-SocialMedia,e2,No,L5,Joined
C20152FRJUO,4,35,F,3-SocialMedia,e1,Yes,L7,Joined
C2015386SYM,4,41,F,1-Consultancy,e1,Yes,L3,Joined
C2015IQWESO,4,31,F,2-Referral,e1,Yes,L1,Not Joined
C20150TPMS9,4,37,M,2-Referral,e1,No,L3,Not Joined
C20159L8SPJ,4,38,F,1-Consultancy,e2,No,L2,Not Joined
C2015COKKKG,4,39,F,3-SocialMedia,e2,Yes,L3,Joined
C20151ZFTL7,4,37,F,1-Consultancy,e1,Yes,L1,Joined
C2015QX8U5S,4,36,M,2-Referral,e2,No,L1,Not Joined
C2015UEW708,4,37,F,1-Consultancy,e1,Yes,L3,Not Joined
C20151IOLLH,4,27,M,2-Referral,e2,Yes,L2,Not Joined
C2015ZO7LDG,4,43,F,2-Referral,e2,No,L1,Joined
C2015FPWHNT,4,26,M,2-Referral,e1,No,L5,Not Joined
C2015JB06AJ,3,36,F,1-Consultancy,e1,Yes,L1,Not Joined
C2015GPYXM0,3,44,F,2-Referral,e2,Yes,L3,Joined
C201581LIHX,4,35,F,1-Consultancy,e2,No,L2,Not Joined
C2015YWTTB2,4,36,F,2-Referral,e1,No,L5,Joined
C2015A4HX4U,3,39,F,3-SocialMedia,e1,No,L7,Joined
C2015AT9EG7,4,31,M,1-Consultancy,e1,No,L1,Not Joined
C2015EPXBZ2,4,37,F,2-Referral,e2,No,L3,Not Joined
C2015MA56G9,3,40,M,1-Consultancy,e2,No,L5,Joined
C2015JO0OMW,5,32,F,2-Referral,e2,Yes,L4,Not Joined
C2015QV45XR,3,43,M,2-Referral,e1,Yes,L3,Joined
C2015XHCHO8,4,36,F,2-Referral,e2,No,L1,Not Joined
C2015AHYKYM,3,37,M,3-SocialMedia,e1,No,L3,Not Joined
C2015NFO5D9,5,27,F,1-Consultancy,e1,No,L2,Not Joined
C2015Z9MCKZ,3,37,M,1-Consultancy,e1,Yes,L4,Not Joined
C2015E5K079,3,26,F,1-Consultancy,e1,Yes,L5,Not Joined
C2015WE1ZPK,4,39,M,3-SocialMedia,e2,Yes,L5,Joined
C2015ME9DLR,3,35,F,3-SocialMedia,e2,Yes,L3,Not Joined
C2015KAIVL0,3,35,M,2-Referral,e2,Yes,L2,Not Joined
C20150OG2J9,4,40,F,1-Consultancy,e2,Yes,L1,Joined
C20159WQH8H,4,38,M,1-Consultancy,e1,Yes,L5,Not Joined
C20156K0BFU,4,43,M,3-SocialMedia,e2,Yes,L7,Joined
C20152B26JP,4,35,F,3-SocialMedia,e2,No,L3,Joined
C20157E7WU1,3,38,F,2-Referral,e2,Yes,L2,Not Joined
C20152EHU6T,4,32,M,1-Consultancy,e2,Yes,L4,Not Joined
C2015CS14VH,4,35,F,1-Consultancy,e1,No,L5,Not Joined
C2015JT77TP,3,36,M,3-SocialMedia,e1,Yes,L3,Joined
C20155ZNNSW,3,37,F,3-SocialMedia,e1,Yes,L3,Not Joined
C2015O4076Q,3,27,M,1-Consultancy,e2,Yes,L2,Not Joined
C2015IZZ81R,4,37,F,2-Referral,e2,Yes,L4,Not Joined
C2015JJVDT8,3,26,M,3-SocialMedia,e1,No,L5,Not Joined
C201522B0QK,5,44,F,1-Consultancy,e1,No,L1,Joined
C2015T3SKX3,3,35,M,1-Consultancy,e1,Yes,L3,Not Joined
C20157R2RE5,4,35,F,1-Consultancy,e1,Yes,L7,Joined
C20159XJNUE,4,37,M,2-Referral,e2,Yes,L4,Not Joined
C2015MG0JHA,4,44,M,2-Referral,e1,Yes,L1,Joined
C20159L84VG,4,31,M,3-SocialMedia,e1,Yes,L1,Not Joined
C2015SMMS26,4,37,F,1-Consultancy,e2,Yes,L3,Not Joined
C20153AOJDQ,4,39,M,2-Referral,e2,No,L3,Joined
C2015Z3RZR8,4,32,F,3-SocialMedia,e2,No,L4,Not Joined
C2015IBZD5B,3,35,M,3-SocialMedia,e1,Yes,L5,Not Joined
C2015WBA2ID,3,40,M,2-Referral,e2,Yes,L7,Joined
C2015VE7O8J,3,44,M,2-Referral,e1,No,L3,Joined
C2015DNAJZI,4,43,M,3-SocialMedia,e2,Yes,L1,Joined
C2015XGXEIO,4,35,M,2-Referral,e1,Yes,L5,Joined
C20159IA53X,3,26,F,2-Referral,e2,Yes,L5,Not Joined
C2015FT74WY,4,36,M,3-SocialMedia,e2,Yes,L1,Not Joined
C2015HSKRZL,4,35,F,1-Consultancy,e2,No,L1,Joined
C2015L9I0Q7,4,35,M,1-Consultancy,e2,No,L2,Not Joined
C2015RKG5FO,3,37,F,2-Referral,e1,Yes,L4,Not Joined
C2015VXC4U2,4,38,M,1-Consultancy,e2,No,L5,Not Joined
C2015ZQM5Q3,4,37,F,2-Referral,e1,No,L1,Joined
C2015XFPJG7,4,37,M,3-SocialMedia,e2,Yes,L3,Not Joined
C2015LS2O0D,3,38,F,1-Consultancy,e2,No,L2,Not Joined
C201588XV9S,4,32,M,2-Referral,e2,Yes,L4,Not Joined
C2015RO9F8X,4,35,F,3-SocialMedia,e2,No,L5,Not Joined
C2015RR34CA,3,41,F,2-Referral,e2,Yes,L5,Joined
C2015GHS6KD,4,37,F,3-SocialMedia,e2,No,L3,Not Joined
C2015A0OTRD,3,27,M,2-Referral,e2,No,L2,Not Joined
C201514JDQD,3,37,F,1-Consultancy,e2,No,L4,Not Joined
C2015LC57Q0,4,26,M,2-Referral,e2,Yes,L5,Not Joined
C20152TNOYO,3,36,F,2-Referral,e2,Yes,L1,Not Joined
C201543RYAS,4,37,M,2-Referral,e1,Yes,L3,Joined
C2015L7Y2IK,4,40,F,1-Consultancy,e2,Yes,L1,Joined
C20157IOHX6,4,44,M,3-SocialMedia,e2,No,L5,Joined
C2015NTLP65,4,43,F,2-Referral,e1,No,L7,Joined
C20158BZF9H,4,35,M,2-Referral,e1,No,L3,Joined
C2015AN8BC4,4,37,F,3-SocialMedia,e2,Yes,L3,Not Joined
C2015084UZP,4,38,M,3-SocialMedia,e1,No,L2,Not Joined
C2015FL9R9T,3,32,F,1-Consultancy,e1,No,L4,Not Joined
C2015EI3BJK,3,36,F,1-Consultancy,e1,Yes,L3,Joined
C20155I17D2,4,39,F,2-Referral,e2,Yes,L1,Joined
C2015XBKRY1,5,37,M,2-Referral,e2,Yes,L5,Joined
C2015FJ6Z8B,3,27,F,1-Consultancy,e2,No,L2,Not Joined
C2015BSV75W,4,40,M,1-Consultancy,e1,Yes,L3,Joined
C2015U4G4BP,4,26,F,3-SocialMedia,e1,No,L5,Not Joined
C201524NGMB,4,43,M,3-SocialMedia,e2,Yes,L5,Joined
C2015CZ2QAW,4,35,M,2-Referral,e1,Yes,L7,Joined
C2015JRAMD3,4,35,M,3-SocialMedia,e2,No,L2,Not Joined
C20153J96HR,4,37,F,2-Referral,e2,No,L4,Not Joined
C2015BQXHPA,4,35,M,2-Referral,e1,Yes,L5,Joined
C2015PEMJZQ,4,31,F,3-SocialMedia,e1,No,L1,Not Joined
C2015I2AN6I,3,37,M,1-Consultancy,e2,Yes,L3,Not Joined
C20150QJYQL,4,37,F,2-Referral,e1,Yes,L1,Joined
C2015BX0HBC,4,37,F,1-Consultancy,e1,No,L5,Joined
C2015WWJ6CK,4,35,F,1-Consultancy,e1,Yes,L5,Not Joined
C201557S2FM,4,36,M,1-Consultancy,e2,No,L1,Not Joined
C2015JXADJW,4,43,M,2-Referral,e2,Yes,L1,Joined
C2015F6H5Q9,4,27,M,2-Referral,e2,No,L2,Not Joined
C20152NT6CK,4,37,F,1-Consultancy,e2,Yes,L4,Not Joined
C201506G61L,4,26,M,3-SocialMedia,e2,Yes,L5,Not Joined
C20155EKMFY,4,36,F,1-Consultancy,e2,Yes,L1,Not Joined
C2015T07L3Z,4,35,M,3-SocialMedia,e1,Yes,L3,Not Joined
C201538F0BB,3,35,F,3-SocialMedia,e2,No,L2,Not Joined
C2015YTZ5ZL,3,37,M,1-Consultancy,e2,No,L4,Not Joined
C20150V0CZI,4,38,F,1-Consultancy,e1,No,L5,Not Joined
C2015BDNSU7,3,31,M,2-Referral,e1,No,L1,Not Joined
C2015AQOC4P,5,37,F,1-Consultancy,e2,No,L3,Not Joined
C2015DWAW9V,3,43,M,3-SocialMedia,e2,No,L3,Joined
C2015U3CBNX,4,35,M,2-Referral,e2,Yes,L1,Joined
C2015TAA650,4,41,M,1-Consultancy,e1,No,L5,Joined
C20159LVPOQ,4,44,M,2-Referral,e1,No,L7,Joined
C2015MIKQVY,4,35,F,1-Consultancy,e2,No,L3,Joined
C2015HGKZUQ,3,27,F,1-Consultancy,e1,No,L2,Not Joined
C2015OZTAX2,4,39,M,1-Consultancy,e2,No,L5,Joined
C2015XGVUVA,3,37,F,1-Consultancy,e2,Yes,L7,Joined
C201511JCH9,3,36,M,3-SocialMedia,e2,No,L1,Not Joined
C2015PET5UV,4,35,F,2-Referral,e2,No,L3,Not Joined
C2015R2A55Z,4,35,M,2-Referral,e2,No,L2,Not Joined
C2015GV1Z3C,3,43,F,3-SocialMedia,e1,No,L7,Joined
C20154O3JG8,3,38,M,2-Referral,e2,Yes,L5,Not Joined
C2015M3RFAS,3,31,F,2-Referral,e2,Yes,L1,Not Joined
C20155WO79I,4,37,M,1-Consultancy,e2,No,L3,Not Joined
C2015RQY6FT,4,38,F,2-Referral,e1,No,L2,Not Joined
C2015PHSQ7E,4,32,M,2-Referral,e1,No,L4,Not Joined
C2015MNTDG5,4,35,F,1-Consultancy,e2,No,L5,Not Joined
C2015NP7JWN,4,36,M,3-SocialMedia,e2,Yes,L1,Not Joined
C2015P5M66P,4,37,M,2-Referral,e2,Yes,L7,Joined
C201503P2WQ,4,27,M,2-Referral,e2,No,L2,Not Joined
C2015929VLJ,4,37,F,2-Referral,e2,No,L4,Not Joined
C2015MEV0LR,3,43,M,2-Referral,e2,No,L5,Joined
C20152WLBSX,4,35,F,1-Consultancy,e1,Yes,L7,Joined
C2015J1RK1N,4,35,M,1-Consultancy,e2,No,L3,Not Joined
C20156VW0Z5,3,35,F,3-SocialMedia,e1,No,L2,Not Joined
C2015B9O0X8,4,37,M,3-SocialMedia,e2,Yes,L4,Not Joined
C2015XJKUZJ,4,38,F,2-Referral,e1,Yes,L5,Not Joined
C2015CRVQAT,4,31,M,3-SocialMedia,e1,No,L1,Not Joined
C201545T8VR,4,37,F,1-Consultancy,e2,No,L3,Not Joined
